Date/Time,roomTemp (deg C),evapTemp (deg C),defroStat,compStat,evapStat
12-06-2024 06:08,-13.7,-35.6,ON,OFF,OFF
12-06-2024 06:27,-2.4,-8.5,OFF,OFF,OFF
12-06-2024 06:30,-1.3,-8.6,OFF,OFF,ON
12-06-2024 06:32,-5.4,-12.3,OFF,ON,ON
12-06-2024 07:01,-11.9,-33.7,OFF,ON,ON
12-06-2024 07:30,-9.9,-32.8,OFF,ON,ON
12-06-2024 07:59,-10.7,-34.3,OFF,ON,ON
12-06-2024 08:28,-9.4,-33.6,OFF,ON,ON
12-06-2024 08:57,-5.4,-33.4,OFF,ON,ON
12-06-2024 09:06,-7,-34.1,ON,OFF,OFF
12-06-2024 09:26,7.5,-8.6,OFF,OFF,OFF
12-06-2024 09:29,8,-8.7,OFF,OFF,ON
12-06-2024 09:58,-10.1,-31.9,OFF,ON,ON
12-06-2024 10:27,-9.3,-32.9,OFF,ON,ON
12-06-2024 10:56,-13.9,-34.9,OFF,ON,ON
12-06-2024 11:25,-15.1,-35.2,OFF,ON,ON
12-06-2024 12:23,-0.5,-8.6,ON,OFF,OFF
12-06-2024 12:25,-0.4,-8.6,OFF,OFF,OFF
12-06-2024 12:28,1.1,-8.7,OFF,OFF,ON
12-06-2024 12:30,-1,-10.5,OFF,ON,ON
12-06-2024 12:59,-8.4,-30.7,OFF,ON,ON
12-06-2024 13:28,-8.5,-31,OFF,ON,ON
12-06-2024 13:57,-10.3,-33.3,OFF,ON,ON
12-06-2024 14:26,-12.1,-33.3,OFF,ON,ON
12-06-2024 14:55,-11.8,-33.5,OFF,ON,ON
12-06-2024 15:24,-0.7,-8.6,ON,OFF,OFF
12-06-2024 15:53,-8.9,-29.8,OFF,ON,ON
12-06-2024 16:22,-10.7,-32.7,OFF,ON,ON
12-06-2024 16:51,-11,-33.5,OFF,ON,ON
12-06-2024 17:20,-11.7,-34.3,OFF,ON,ON
12-06-2024 17:49,-8.5,-30.8,OFF,ON,ON
12-06-2024 18:03,-4.9,-29.7,ON,OFF,OFF
12-06-2024 18:23,1.4,-8.6,OFF,OFF,OFF
12-06-2024 18:28,-1.1,-10.4,OFF,ON,ON
12-06-2024 18:57,-8.5,-30.4,OFF,ON,ON
12-06-2024 19:26,-9.3,-31.5,OFF,ON,ON
12-06-2024 19:55,-11,-33.2,OFF,ON,ON
12-06-2024 20:24,-13,-34.1,OFF,ON,ON
12-06-2024 20:53,-14.2,-34.7,OFF,ON,ON
12-06-2024 21:02,-14.3,-35,ON,OFF,OFF
12-06-2024 21:22,-3.1,-8.5,OFF,OFF,OFF
12-06-2024 21:25,-2.6,-8.6,OFF,OFF,ON
12-06-2024 21:27,-4.8,-13.3,OFF,ON,ON
12-06-2024 21:56,-9.1,-31.8,OFF,ON,ON
12-06-2024 22:25,-9.9,-32.9,OFF,ON,ON
12-06-2024 22:54,-10.7,-33.9,OFF,ON,ON
12-06-2024 23:23,-8.9,-31.8,OFF,ON,ON
12-06-2024 23:52,-10.1,-33.2,OFF,ON,ON
13-06-2024 00:01,-11.8,-33.9,ON,OFF,OFF
13-06-2024 00:21,-0.6,-8.7,OFF,OFF,OFF
13-06-2024 00:24,-0.6,-8.8,OFF,OFF,ON
13-06-2024 00:26,-3.5,-11.9,OFF,ON,ON
13-06-2024 00:55,-1.6,-25.6,OFF,ON,ON
13-06-2024 01:24,-10.3,-32.7,OFF,ON,ON
13-06-2024 01:53,-13,-34,OFF,ON,ON
13-06-2024 02:22,-3.7,-30.1,OFF,ON,ON
13-06-2024 02:51,-6.8,-33.6,OFF,ON,ON
13-06-2024 03:00,1.3,-31.4,ON,OFF,OFF
13-06-2024 03:20,8.4,-8.6,OFF,OFF,OFF
13-06-2024 03:23,9.8,-8.7,OFF,OFF,ON
13-06-2024 03:25,0.3,-10.6,OFF,ON,ON
13-06-2024 03:54,-9.3,-32.1,OFF,ON,ON
13-06-2024 04:23,-10.8,-33.2,OFF,ON,ON
13-06-2024 04:52,-12.5,-33.7,OFF,ON,ON
13-06-2024 05:21,-0.3,-29.6,OFF,ON,ON
13-06-2024 05:50,-0.4,-30.8,OFF,ON,ON
13-06-2024 05:59,-0.5,-33.1,ON,OFF,OFF
13-06-2024 06:19,2.6,-8.7,OFF,OFF,OFF
13-06-2024 06:22,3.1,-8.8,OFF,OFF,ON
13-06-2024 06:51,-9.3,-31,OFF,ON,ON
13-06-2024 07:20,-6,-29.6,OFF,ON,ON
13-06-2024 07:49,-4.9,-29.3,OFF,ON,ON
13-06-2024 08:18,-9,-33.7,OFF,ON,ON
13-06-2024 08:47,-8.2,-34.1,OFF,ON,ON
13-06-2024 08:58,-8.2,-34.3,ON,OFF,OFF
13-06-2024 09:18,2.4,-8.9,OFF,OFF,OFF
13-06-2024 09:21,2.9,-8.9,OFF,OFF,ON
13-06-2024 09:23,-1.2,-12.8,OFF,ON,ON
13-06-2024 09:52,-5.1,-28,OFF,ON,ON
13-06-2024 10:21,-5,-28.5,OFF,ON,ON
13-06-2024 10:54,-11.6,-33.6,OFF,ON,ON
13-06-2024 11:18,-11.1,-33.7,OFF,ON,ON
13-06-2024 11:47,-0.6,-29.9,OFF,ON,ON
13-06-2024 11:57,-1.8,-32.8,ON,OFF,OFF
13-06-2024 12:17,9.3,-8.8,OFF,OFF,OFF
13-06-2024 12:20,9.1,-8.8,OFF,OFF,ON
13-06-2024 12:27,-1.2,-25.9,OFF,ON,ON
13-06-2024 12:56,-7.6,-30.4,OFF,ON,ON
13-06-2024 13:25,-10.1,-32.3,OFF,ON,ON
13-06-2024 13:54,-10.1,-32,OFF,ON,ON
13-06-2024 14:23,-12.5,-33.4,OFF,ON,ON
13-06-2024 14:52,1,-27.4,OFF,ON,ON
13-06-2024 14:56,3,-28.1,ON,OFF,OFF
13-06-2024 15:19,15.4,-8.9,OFF,OFF,ON
13-06-2024 15:21,6.8,-9.8,OFF,ON,ON
13-06-2024 15:50,-3.6,-28.2,OFF,ON,ON
13-06-2024 16:19,-6.4,-30.5,OFF,ON,ON
13-06-2024 16:48,-9.8,-31.9,OFF,ON,ON
13-06-2024 17:17,-11,-33.4,OFF,ON,ON
13-06-2024 17:46,-10.5,-34.1,OFF,ON,ON
13-06-2024 18:15,-0.3,-8.5,ON,OFF,OFF
13-06-2024 18:18,-0.1,-8.5,OFF,OFF,ON
13-06-2024 18:20,-0.4,-12,OFF,ON,ON
13-06-2024 18:49,-7.2,-29.8,OFF,ON,ON
13-06-2024 19:18,-8.7,-32.5,OFF,ON,ON
13-06-2024 19:47,-9.9,-34.1,OFF,ON,ON
13-06-2024 20:16,-12.4,-34.5,OFF,ON,ON
13-06-2024 20:45,-13.2,-34.6,OFF,ON,ON
13-06-2024 20:54,-13,-34.7,ON,OFF,OFF
13-06-2024 21:14,14.8,-8.7,OFF,OFF,OFF
13-06-2024 21:17,17.1,-8.7,OFF,OFF,ON
13-06-2024 21:19,6.3,-9.5,OFF,ON,ON
13-06-2024 21:48,-6.3,-29.4,OFF,ON,ON
13-06-2024 22:17,-8.9,-32.6,OFF,ON,ON
13-06-2024 22:46,-12.5,-34,OFF,ON,ON
13-06-2024 23:15,-11.8,-34.1,OFF,ON,ON
13-06-2024 23:44,-12,-34.9,OFF,ON,ON
13-06-2024 23:53,-4,-32.1,ON,OFF,OFF
14-06-2024 00:13,2.7,-8.7,OFF,OFF,OFF
14-06-2024 00:16,4.4,-8.8,OFF,OFF,ON
14-06-2024 00:18,-0.6,-11.6,OFF,ON,ON
14-06-2024 00:47,-3.6,-27.2,OFF,ON,ON
14-06-2024 01:16,-9.1,-33.1,OFF,ON,ON
14-06-2024 01:45,-7,-31.3,OFF,ON,ON
14-06-2024 02:14,-8.8,-32.9,OFF,ON,ON
14-06-2024 02:43,-6.9,-33,OFF,ON,ON
14-06-2024 02:52,-0.7,-30.8,ON,OFF,OFF
14-06-2024 03:12,5.3,-8.5,OFF,OFF,OFF
14-06-2024 03:15,5,-8.6,OFF,OFF,ON
14-06-2024 03:17,-0.3,-10.9,OFF,ON,ON
14-06-2024 03:46,-8,-31,OFF,ON,ON
14-06-2024 04:15,-9.4,-33.2,OFF,ON,ON
14-06-2024 04:44,-8.8,-31.9,OFF,ON,ON
14-06-2024 05:13,-7.7,-32.9,OFF,ON,ON
14-06-2024 05:42,-5.4,-33.6,OFF,ON,ON
14-06-2024 05:51,-5.6,-33.7,ON,OFF,OFF
14-06-2024 06:14,-0.6,-8.7,OFF,OFF,ON
14-06-2024 06:16,-1.3,-11.6,OFF,ON,ON
14-06-2024 06:45,-7.1,-30.8,OFF,ON,ON
14-06-2024 07:14,-5,-28.8,OFF,ON,ON
14-06-2024 07:43,-7.6,-32.1,OFF,ON,ON
14-06-2024 08:12,-0.6,-29.3,OFF,ON,ON
14-06-2024 08:41,8.9,-28.2,OFF,ON,ON
14-06-2024 09:10,4.5,-8.9,ON,OFF,OFF
14-06-2024 09:13,5.1,-8.9,OFF,OFF,ON
14-06-2024 09:15,0.3,-13,OFF,ON,ON
14-06-2024 10:15,-10.3,-33,OFF,ON,ON
14-06-2024 10:44,-12.3,-34.2,OFF,ON,ON
14-06-2024 11:13,-9.3,-33.8,OFF,ON,ON
14-06-2024 11:42,-0.7,-31.8,OFF,ON,ON
14-06-2024 14:10,-9.1,-33.8,OFF,ON,ON
14-06-2024 14:39,-9.4,-34.2,OFF,ON,ON
14-06-2024 14:48,-9.3,-34.2,ON,OFF,OFF
14-06-2024 15:08,5.7,-8.5,OFF,OFF,OFF
14-06-2024 15:11,3.5,-8.6,OFF,OFF,ON
14-06-2024 15:13,-4.2,-11.6,OFF,ON,ON
14-06-2024 15:42,-5.4,-29.5,OFF,ON,ON
14-06-2024 16:11,-8.6,-32.5,OFF,ON,ON
14-06-2024 16:40,-10.6,-33.7,OFF,ON,ON
14-06-2024 17:09,-11.8,-34,OFF,ON,ON
14-06-2024 19:10,-10.8,-33.4,OFF,ON,ON
14-06-2024 19:39,-11.6,-34.7,OFF,ON,ON
14-06-2024 20:08,-13.4,-34.9,OFF,ON,ON
14-06-2024 20:37,-12.4,-34.9,OFF,ON,ON
14-06-2024 20:46,-13.8,-35,ON,OFF,OFF
14-06-2024 21:06,-3.3,-8.6,OFF,OFF,OFF
14-06-2024 21:09,-2.5,-8.6,OFF,OFF,ON
14-06-2024 21:11,-4.6,-12.9,OFF,ON,ON
14-06-2024 21:40,-11.9,-33.4,OFF,ON,ON
14-06-2024 22:09,-12.8,-34.6,OFF,ON,ON
14-06-2024 22:38,-13.4,-35.9,OFF,ON,ON
14-06-2024 23:07,-10.8,-33.3,OFF,ON,ON
14-06-2024 23:36,-11.6,-34.5,OFF,ON,ON
14-06-2024 23:45,-12.3,-34.9,ON,OFF,OFF
15-06-2024 00:05,0.9,-8.7,OFF,OFF,OFF
15-06-2024 00:08,1.2,-8.8,OFF,OFF,ON
15-06-2024 00:10,0.9,-10.4,OFF,ON,ON
15-06-2024 00:19,-1.6,-25.2,OFF,ON,ON
15-06-2024 00:48,-7.3,-30.9,OFF,ON,ON
15-06-2024 01:17,-2.8,-27.8,OFF,ON,ON
15-06-2024 01:50,-8.5,-32.6,OFF,ON,ON
15-06-2024 02:19,-9.7,-33.7,OFF,ON,ON
15-06-2024 02:44,-3.5,-31,ON,OFF,OFF
15-06-2024 03:04,8.7,-8.7,OFF,OFF,OFF
15-06-2024 03:07,6,-8.8,OFF,OFF,ON
15-06-2024 03:09,0.4,-10.1,OFF,ON,ON
15-06-2024 03:38,-6.4,-29.9,OFF,ON,ON
15-06-2024 04:07,-9.5,-33.1,OFF,ON,ON
15-06-2024 04:36,-12.6,-34.4,OFF,ON,ON
15-06-2024 05:05,-1.8,-29.6,OFF,ON,ON
15-06-2024 05:34,-0.6,-31.5,OFF,ON,ON
15-06-2024 05:43,-4.1,-33.1,ON,OFF,OFF
15-06-2024 06:03,11.7,-8.8,OFF,OFF,OFF
15-06-2024 06:06,10.1,-8.9,OFF,OFF,ON
15-06-2024 06:35,-6,-29.5,OFF,ON,ON
15-06-2024 07:04,-8.2,-31.7,OFF,ON,ON
15-06-2024 07:33,-10.5,-33.5,OFF,ON,ON
15-06-2024 08:02,-9.2,-32.4,OFF,ON,ON
15-06-2024 08:31,-0.6,-29.4,OFF,ON,ON
15-06-2024 08:42,-0.7,-31.4,ON,OFF,OFF
15-06-2024 09:01,12.8,-8.9,OFF,OFF,OFF
15-06-2024 09:04,13.1,-8.9,OFF,OFF,ON
15-06-2024 09:06,3.8,-10.2,OFF,ON,ON
15-06-2024 09:35,-6.9,-30,OFF,ON,ON
15-06-2024 10:04,-9.5,-31.9,OFF,ON,ON
15-06-2024 10:33,-10.2,-32.2,OFF,ON,ON
15-06-2024 11:33,-6.4,-32.5,OFF,ON,ON
15-06-2024 11:41,-9.4,-33.9,ON,OFF,OFF
15-06-2024 12:00,2,-8.8,OFF,OFF,OFF
15-06-2024 12:03,1.8,-8.8,OFF,OFF,ON
15-06-2024 12:05,-1.9,-12.4,OFF,ON,ON
15-06-2024 12:34,-8,-29.5,OFF,ON,ON
15-06-2024 13:03,-9.7,-31.5,OFF,ON,ON
15-06-2024 13:32,-10.5,-32.7,OFF,ON,ON
15-06-2024 14:01,-13.2,-33.8,OFF,ON,ON
15-06-2024 14:30,-14.8,-34.6,OFF,ON,ON
15-06-2024 14:45,-11.4,-17.7,ON,OFF,OFF
15-06-2024 14:59,-4.5,-8.9,OFF,OFF,OFF
15-06-2024 15:02,-3.8,-9,OFF,OFF,ON
15-06-2024 15:31,-11.9,-32.5,OFF,ON,ON
15-06-2024 16:00,-8.6,-31.1,OFF,ON,ON
15-06-2024 16:29,-5.6,-29,OFF,ON,ON
15-06-2024 16:58,-8.4,-31.9,OFF,ON,ON
15-06-2024 17:27,-5,-29.6,OFF,ON,ON
15-06-2024 17:39,-3.2,-29.5,ON,OFF,OFF
15-06-2024 18:03,1.9,-9.9,OFF,ON,ON
15-06-2024 18:32,-0.7,-26.1,OFF,ON,ON
15-06-2024 19:01,-3.6,-28.2,OFF,ON,ON
15-06-2024 19:30,-7.3,-31.9,OFF,ON,ON
15-06-2024 19:59,-8.3,-33.3,OFF,ON,ON
15-06-2024 20:28,-8.6,-33.8,OFF,ON,ON
15-06-2024 20:57,-0.6,-8.7,ON,OFF,OFF
15-06-2024 21:00,-0.6,-8.8,OFF,OFF,ON
15-06-2024 21:02,-1.2,-13.4,OFF,ON,ON
15-06-2024 21:31,-9.9,-30.8,OFF,ON,ON
15-06-2024 22:00,-11.2,-32.1,OFF,ON,ON
15-06-2024 22:29,-12,-33.2,OFF,ON,ON
15-06-2024 22:58,-12.8,-33.7,OFF,ON,ON
15-06-2024 23:30,-12.8,-34.3,OFF,ON,ON
15-06-2024 23:56,0.2,-8.8,OFF,OFF,OFF
15-06-2024 23:59,0.4,-8.8,OFF,OFF,ON
16-06-2024 00:01,-0.8,-13,OFF,ON,ON
16-06-2024 00:30,-11.6,-32.2,OFF,ON,ON
16-06-2024 00:59,-10.4,-32.9,OFF,ON,ON
16-06-2024 01:28,-12.3,-34.3,OFF,ON,ON
16-06-2024 01:57,-9.4,-33,OFF,ON,ON
16-06-2024 02:26,-11.8,-34.6,OFF,ON,ON
16-06-2024 02:51,-4.2,-8.6,ON,OFF,OFF
16-06-2024 02:55,-1.8,-8.6,OFF,OFF,OFF
16-06-2024 02:58,-0.7,-8.7,OFF,OFF,ON
16-06-2024 03:27,-12.1,-32.3,OFF,ON,ON
16-06-2024 03:56,-13.5,-33.8,OFF,ON,ON
16-06-2024 04:25,-13.7,-34,OFF,ON,ON
16-06-2024 04:54,-14.4,-34.5,OFF,ON,ON
16-06-2024 05:23,-15.2,-34.9,OFF,ON,ON
16-06-2024 05:34,-14.6,-34.6,ON,OFF,OFF
16-06-2024 05:54,-2,-8.6,OFF,OFF,OFF
16-06-2024 05:57,-0.8,-8.7,OFF,OFF,ON
16-06-2024 05:59,-6.3,-12.4,OFF,ON,ON
16-06-2024 06:28,-13.7,-33.3,OFF,ON,ON
16-06-2024 06:57,-5.6,-28.2,OFF,ON,ON
16-06-2024 07:26,-11.4,-34.2,OFF,ON,ON
16-06-2024 07:55,-14.9,-35.2,OFF,ON,ON
16-06-2024 08:24,-13.6,-34.5,OFF,ON,ON
16-06-2024 08:53,-5.9,-8.8,ON,OFF,OFF
16-06-2024 08:56,-5,-8.9,OFF,OFF,ON
16-06-2024 08:58,-7.3,-14.7,OFF,ON,ON
16-06-2024 09:27,-14.4,-34.3,OFF,ON,ON
16-06-2024 09:56,-15.8,-35.9,OFF,ON,ON
16-06-2024 10:25,-16.4,-36.5,OFF,ON,ON
16-06-2024 10:54,-16.6,-36.6,OFF,ON,ON
16-06-2024 11:23,-16.7,-36.6,OFF,ON,ON
16-06-2024 11:32,-16.9,-36.8,ON,OFF,OFF
16-06-2024 11:55,2.6,-8.9,OFF,OFF,ON
16-06-2024 11:57,-3.8,-11.9,OFF,ON,ON
16-06-2024 12:26,-9.9,-31.1,OFF,ON,ON
16-06-2024 12:55,-15.4,-35.3,OFF,ON,ON
16-06-2024 13:24,-15.9,-35.5,OFF,ON,ON
16-06-2024 13:53,-13.8,-34.6,OFF,ON,ON
16-06-2024 14:22,-14.8,-35.8,OFF,ON,ON
16-06-2024 14:31,-15,-35.9,ON,OFF,OFF
16-06-2024 14:51,-0.6,-8.8,OFF,OFF,OFF
16-06-2024 14:54,-0.6,-8.9,OFF,OFF,ON
16-06-2024 15:23,-15.1,-33.6,OFF,ON,ON
16-06-2024 15:52,-16.6,-35.6,OFF,ON,ON
16-06-2024 16:21,-17.4,-36.6,OFF,ON,ON
16-06-2024 16:50,-12.1,-32.7,OFF,ON,ON
16-06-2024 17:19,-13.2,-34.3,OFF,ON,ON
16-06-2024 17:30,-8.7,-30.5,ON,OFF,OFF
16-06-2024 17:50,13.6,-8.6,OFF,OFF,OFF
16-06-2024 17:53,15.3,-8.8,OFF,OFF,ON
16-06-2024 21:04,9.4,-15.3,OFF,OFF,OFF
16-06-2024 21:05,10.5,-15,OFF,ON,ON
16-06-2024 21:34,-2.5,-26,OFF,ON,ON
16-06-2024 22:03,-3.7,-27.9,OFF,ON,ON
16-06-2024 22:32,-4.1,-29.5,OFF,ON,ON
16-06-2024 23:01,-5.8,-31.2,OFF,ON,ON
16-06-2024 23:30,-5.5,-32.1,OFF,ON,ON
16-06-2024 23:59,-0.4,-31.1,OFF,ON,ON
17-06-2024 00:03,-0.7,-31.2,ON,OFF,OFF
17-06-2024 00:23,7,-9,OFF,OFF,OFF
17-06-2024 00:26,7.2,-9,OFF,OFF,ON
17-06-2024 00:28,0.1,-10.8,OFF,ON,ON
17-06-2024 00:57,-2.7,-25.4,OFF,ON,ON
17-06-2024 01:26,-5.1,-28.8,OFF,ON,ON
17-06-2024 01:55,-6.9,-31.5,OFF,ON,ON
17-06-2024 02:24,-8,-33,OFF,ON,ON
17-06-2024 02:53,-8.4,-34.1,OFF,ON,ON
17-06-2024 03:22,9,-8.8,OFF,OFF,OFF
17-06-2024 03:25,10.8,-8.8,OFF,OFF,ON
17-06-2024 03:54,-5,-27.7,OFF,ON,ON
17-06-2024 04:23,-7,-29.7,OFF,ON,ON
17-06-2024 04:52,-6.4,-29.8,OFF,ON,ON
17-06-2024 05:21,-8.1,-33.5,OFF,ON,ON
17-06-2024 05:50,-8.7,-34.4,OFF,ON,ON
17-06-2024 06:01,-8.8,-34.6,ON,OFF,OFF
17-06-2024 06:21,-1.6,-8.7,OFF,OFF,OFF
17-06-2024 06:24,-1.1,-8.7,OFF,OFF,ON
17-06-2024 06:26,-2.6,-15.2,OFF,ON,ON
17-06-2024 06:55,-8.7,-30.3,OFF,ON,ON
17-06-2024 07:24,-9.7,-31.8,OFF,ON,ON
17-06-2024 07:53,-9.9,-32.4,OFF,ON,ON
17-06-2024 08:22,-10.5,-33.4,OFF,ON,ON
17-06-2024 08:51,-11,-34.4,OFF,ON,ON
17-06-2024 09:00,-11.1,-34.6,ON,OFF,OFF
17-06-2024 09:20,-4,-8.8,OFF,OFF,OFF
17-06-2024 09:23,-3.1,-8.9,OFF,OFF,ON
17-06-2024 09:52,-9.8,-30.2,OFF,ON,ON
17-06-2024 10:21,-8.1,-30.4,OFF,ON,ON
17-06-2024 10:50,-9.5,-32.2,OFF,ON,ON
17-06-2024 11:19,-10.1,-32.9,OFF,ON,ON
17-06-2024 11:48,-11.3,-33.4,OFF,ON,ON
17-06-2024 12:17,-0.5,-8.7,ON,OFF,OFF
17-06-2024 12:19,4,-8.7,OFF,OFF,OFF
17-06-2024 12:22,2.2,-8.8,OFF,OFF,ON
17-06-2024 12:24,-2.8,-13.2,OFF,ON,ON
17-06-2024 12:53,-10.4,-31,OFF,ON,ON
17-06-2024 13:22,-11,-32.3,OFF,ON,ON
17-06-2024 13:51,-9.3,-31.7,OFF,ON,ON
17-06-2024 14:20,-7.4,-30.6,OFF,ON,ON
18-06-2024 04:16,-15.9,-35.1,OFF,ON,ON
18-06-2024 04:45,-15.3,-35.2,OFF,ON,ON
18-06-2024 05:14,-15.5,-35.2,OFF,ON,ON
18-06-2024 05:43,-10.6,-33,OFF,ON,ON
18-06-2024 05:53,-12.4,-34.6,ON,OFF,OFF
18-06-2024 06:12,-0.5,-8.9,OFF,OFF,OFF
18-06-2024 06:15,4.4,-9,OFF,OFF,ON
18-06-2024 06:17,0.2,-9.7,OFF,ON,ON
18-06-2024 06:46,-12.9,-33.4,OFF,ON,ON
18-06-2024 07:15,-14.8,-35.5,OFF,ON,ON
18-06-2024 07:44,-15.6,-36.3,OFF,ON,ON
18-06-2024 08:13,-15.9,-36.7,OFF,ON,ON
18-06-2024 08:42,-16,-36.9,OFF,ON,ON
18-06-2024 08:52,-10.9,-32.6,ON,OFF,OFF
18-06-2024 09:11,-5.3,-8.9,OFF,OFF,OFF
18-06-2024 09:14,-3.6,-8.9,OFF,OFF,ON
18-06-2024 09:16,-9,-14.1,OFF,ON,ON
18-06-2024 09:45,-13.3,-33.3,OFF,ON,ON
18-06-2024 10:14,-13.2,-33.3,OFF,ON,ON
18-06-2024 11:41,-14.1,-35.9,OFF,ON,ON
18-06-2024 12:01,-2.7,-8.7,ON,OFF,OFF
18-06-2024 12:10,12.5,-8.7,OFF,OFF,OFF
18-06-2024 12:13,8,-8.9,OFF,OFF,ON
18-06-2024 12:56,10.1,-15.6,OFF,OFF,OFF
18-06-2024 12:57,9.8,-15.6,OFF,ON,ON
18-06-2024 13:26,-13.3,-31.4,OFF,ON,ON
18-06-2024 13:55,-8.6,-29.4,OFF,ON,ON
18-06-2024 14:24,-10.6,-32.9,OFF,ON,ON
18-06-2024 14:53,-11.9,-33.8,OFF,ON,ON
18-06-2024 15:51,-11.3,-34.4,OFF,ON,ON
18-06-2024 15:55,-9.6,-33.4,ON,OFF,OFF
18-06-2024 16:18,0.3,-8.8,OFF,OFF,ON
18-06-2024 16:20,-2.2,-12.2,OFF,ON,ON
18-06-2024 16:49,-10.4,-32.1,OFF,ON,ON
18-06-2024 17:18,-9.2,-31.8,OFF,ON,ON
18-06-2024 17:47,-11.1,-34.2,OFF,ON,ON
18-06-2024 18:16,-11.8,-35.5,OFF,ON,ON
18-06-2024 18:45,-12.4,-35.2,OFF,ON,ON
18-06-2024 18:54,-12.8,-35.2,ON,OFF,OFF
18-06-2024 19:14,-2,-8.4,OFF,OFF,OFF
18-06-2024 19:17,-0.9,-8.5,OFF,OFF,ON
18-06-2024 19:19,-6.2,-13.6,OFF,ON,ON
18-06-2024 19:48,-11.9,-33.5,OFF,ON,ON
18-06-2024 20:17,-12.9,-34.4,OFF,ON,ON
18-06-2024 20:46,-13.3,-35.3,OFF,ON,ON
18-06-2024 21:15,-2.1,-26.5,OFF,ON,ON
18-06-2024 21:44,3.8,-25.1,OFF,ON,ON
18-06-2024 21:53,7.2,-24.7,ON,OFF,OFF
18-06-2024 22:16,6.7,-8.8,OFF,OFF,ON
18-06-2024 22:18,-0.3,-10.7,OFF,ON,ON
18-06-2024 22:47,-7.3,-29.8,OFF,ON,ON
18-06-2024 23:16,-8.7,-31.8,OFF,ON,ON
18-06-2024 23:45,-8.9,-32.6,OFF,ON,ON
19-06-2024 00:14,-11.6,-34,OFF,ON,ON
19-06-2024 00:43,-10,-34.4,OFF,ON,ON
19-06-2024 00:52,-11.8,-35,ON,OFF,OFF
19-06-2024 01:12,-1.3,-8.8,OFF,OFF,OFF
19-06-2024 01:15,-0.7,-8.8,OFF,OFF,ON
19-06-2024 01:17,-5.6,-13.6,OFF,ON,ON
19-06-2024 01:46,-10.5,-32.9,OFF,ON,ON
19-06-2024 02:15,-11.8,-33.9,OFF,ON,ON
19-06-2024 02:44,-12.5,-35.1,OFF,ON,ON
19-06-2024 03:31,-13.2,-36.6,OFF,ON,ON
19-06-2024 03:51,-13.5,-36.3,ON,OFF,OFF
19-06-2024 04:11,-3.1,-8.5,OFF,OFF,OFF
19-06-2024 04:14,-1.5,-8.6,OFF,OFF,ON
19-06-2024 04:16,-7.6,-13.1,OFF,ON,ON
19-06-2024 04:45,-12.6,-34.2,OFF,ON,ON
19-06-2024 05:14,-13.1,-34.3,OFF,ON,ON
19-06-2024 05:43,-10.7,-33.5,OFF,ON,ON
19-06-2024 06:12,-11.1,-34.1,OFF,ON,ON
19-06-2024 06:41,-12.4,-35.8,OFF,ON,ON
19-06-2024 06:50,-12.5,-35.9,ON,OFF,OFF
19-06-2024 07:10,-0.6,-8.8,OFF,OFF,OFF
19-06-2024 07:13,-0.6,-8.9,OFF,OFF,ON
19-06-2024 07:42,-12,-33.4,OFF,ON,ON
19-06-2024 08:11,-12.4,-33.6,OFF,ON,ON
19-06-2024 08:38,-12.8,-35.2,OFF,ON,ON
19-06-2024 09:07,-12.4,-34.5,OFF,ON,ON
19-06-2024 09:36,-11.6,-34.2,OFF,ON,ON
19-06-2024 09:49,-11.4,-34.2,ON,OFF,OFF
19-06-2024 13:42,-11.9,-30.9,OFF,ON,ON
19-06-2024 14:11,-10.1,-31.5,OFF,ON,ON
19-06-2024 14:40,-11.3,-32.9,OFF,ON,ON
19-06-2024 15:09,-12.8,-33.8,OFF,ON,ON
19-06-2024 15:38,-11.3,-34.6,OFF,ON,ON
20-06-2024 11:32,-17.8,-36.3,OFF,ON,ON
20-06-2024 12:01,-17.5,-36.2,OFF,ON,ON
20-06-2024 12:30,-17.3,-36.6,OFF,ON,ON
20-06-2024 12:39,-17.7,-36.9,ON,OFF,OFF
20-06-2024 12:59,-8.4,-8.7,OFF,OFF,OFF
20-06-2024 13:02,-0.6,-8.8,OFF,OFF,ON
20-06-2024 13:04,-10.1,-15.1,OFF,ON,ON
20-06-2024 13:33,-17,-35.2,OFF,ON,ON
20-06-2024 14:02,-10.2,-31.4,OFF,ON,ON
20-06-2024 14:31,-14.7,-35.5,OFF,ON,ON
20-06-2024 15:00,-15.8,-36.8,OFF,ON,ON
20-06-2024 15:29,-16.2,-37.3,OFF,ON,ON
20-06-2024 15:38,-16.4,-37.3,ON,OFF,OFF
20-06-2024 16:01,-0.6,-8.7,OFF,OFF,ON
20-06-2024 16:30,-16.3,-34.6,OFF,ON,ON
20-06-2024 16:59,-17.4,-36.2,OFF,ON,ON
20-06-2024 17:28,-17.9,-36.2,OFF,ON,ON
