Date/Time,roomTemp (deg C),evapTemp (deg C),defroStat,compStat,evapStat
19-04-2024 14:38,-18.1,-36,OFF,ON,ON
19-04-2024 15:07,-18.4,-36.3,OFF,ON,ON
19-04-2024 15:16,-17.5,-36,ON,OFF,OFF
19-04-2024 15:36,-0.6,-8.9,OFF,OFF,OFF
19-04-2024 15:41,-1.4,-14.9,OFF,ON,ON
19-04-2024 16:06,-13.5,-31.9,OFF,ON,ON
19-04-2024 16:35,-15.6,-33.9,OFF,ON,ON
19-04-2024 17:04,-16.2,-34.6,OFF,ON,ON
19-04-2024 17:28,-15.4,-34.3,OFF,ON,ON
19-04-2024 17:57,-14,-34,OFF,ON,ON
19-04-2024 18:15,-15.5,-35,ON,OFF,OFF
19-04-2024 18:35,-1.3,-8.6,OFF,OFF,OFF
19-04-2024 18:38,-0.6,-8.6,OFF,OFF,ON
19-04-2024 18:40,-1.7,-13,OFF,ON,ON
19-04-2024 19:09,-14.8,-32.8,OFF,ON,ON
19-04-2024 19:38,-11.7,-31.6,OFF,ON,ON
19-04-2024 20:07,-11.6,-32.4,OFF,ON,ON
19-04-2024 20:36,-15.4,-34.5,OFF,ON,ON
19-04-2024 21:05,-16.3,-35.2,OFF,ON,ON
19-04-2024 21:14,-16.5,-35.3,ON,OFF,OFF
19-04-2024 21:39,-4,-15.5,OFF,ON,ON
19-04-2024 22:08,-15.6,-33.4,OFF,ON,ON
19-04-2024 22:37,-15.9,-33.9,OFF,ON,ON
19-04-2024 23:06,-17.3,-35.1,OFF,ON,ON
19-04-2024 23:35,-17.4,-35.5,OFF,ON,ON
20-04-2024 00:04,-17.7,-35.9,OFF,ON,ON
20-04-2024 00:33,-0.6,-8.1,OFF,OFF,OFF
20-04-2024 00:36,-0.3,-8.1,OFF,OFF,ON
20-04-2024 00:38,-3.2,-14.3,OFF,ON,ON
20-04-2024 01:07,-16.3,-33.9,OFF,ON,ON
20-04-2024 01:36,-17.8,-35.2,OFF,ON,ON
20-04-2024 02:05,-18.5,-35.9,OFF,ON,ON
20-04-2024 02:34,-18.9,-36.3,OFF,ON,ON
20-04-2024 03:03,-19.1,-36.5,OFF,ON,ON
20-04-2024 03:12,-19.2,-36.6,ON,OFF,OFF
20-04-2024 03:32,-0.8,-8.4,OFF,OFF,OFF
20-04-2024 03:35,-0.5,-8.5,OFF,OFF,ON
20-04-2024 03:37,-4.9,-15.2,OFF,ON,ON
20-04-2024 04:06,-17.6,-34.7,OFF,ON,ON
20-04-2024 04:35,-19,-36.1,OFF,ON,ON
20-04-2024 05:04,-19.7,-36.6,OFF,ON,ON
20-04-2024 05:23,-18,-33.2,OFF,ON,ON
20-04-2024 05:52,-19.7,-36.7,OFF,ON,ON
20-04-2024 06:11,-19.9,-36.9,ON,OFF,OFF
20-04-2024 06:31,-0.8,-8.5,OFF,OFF,OFF
20-04-2024 06:34,-0.5,-8.6,OFF,OFF,ON
20-04-2024 06:36,-3.9,-15.8,OFF,ON,ON
20-04-2024 07:05,-18.4,-35.2,OFF,ON,ON
20-04-2024 07:34,-19.8,-36.4,OFF,ON,ON
20-04-2024 07:45,-18,-33.1,OFF,ON,ON
20-04-2024 08:14,-18.7,-33.7,OFF,OFF,ON
20-04-2024 08:33,-18,-33.4,OFF,ON,ON
20-04-2024 09:02,-18.4,-35.7,OFF,ON,ON
20-04-2024 09:10,-19.5,-36.3,ON,OFF,OFF
20-04-2024 09:29,-0.6,-8.8,OFF,OFF,OFF
20-04-2024 09:32,-0.5,-8.9,OFF,OFF,ON
20-04-2024 09:34,-5,-14.2,OFF,ON,ON
20-04-2024 10:03,-9.5,-29.2,OFF,ON,ON
20-04-2024 10:32,-18.2,-35.2,OFF,ON,ON
20-04-2024 11:01,-19.3,-36.1,OFF,ON,ON
20-04-2024 11:30,-11.2,-31.8,OFF,ON,ON
20-04-2024 11:59,-5.3,-28.8,OFF,ON,ON
20-04-2024 12:09,-13.1,-33.6,ON,OFF,OFF
20-04-2024 12:28,-0.6,-9.1,OFF,OFF,OFF
20-04-2024 12:31,-0.5,-9.2,OFF,OFF,ON
20-04-2024 12:33,-4.4,-12.9,OFF,ON,ON
20-04-2024 13:02,-16.6,-33.5,OFF,ON,ON
20-04-2024 13:31,-15,-33.1,OFF,ON,ON
20-04-2024 14:00,-15.8,-33.9,OFF,ON,ON
20-04-2024 14:29,-16.9,-34.8,OFF,ON,ON
20-04-2024 14:58,-16.6,-35.4,OFF,ON,ON
20-04-2024 15:07,-17.4,-35.8,ON,OFF,OFF
20-04-2024 15:27,-0.6,-8.8,OFF,OFF,OFF
20-04-2024 15:30,-0.5,-8.9,OFF,OFF,ON
20-04-2024 15:32,-5.2,-13.1,OFF,ON,ON
20-04-2024 16:01,-13,-31.3,OFF,ON,ON
20-04-2024 16:30,-15.6,-33.8,OFF,ON,ON
20-04-2024 16:59,-15.3,-34.2,OFF,ON,ON
20-04-2024 17:28,-16.5,-35,OFF,ON,ON
20-04-2024 17:57,-16.1,-34.9,OFF,ON,ON
20-04-2024 18:06,-16.2,-35.1,ON,OFF,OFF
20-04-2024 18:26,2.1,-8.6,OFF,OFF,OFF
20-04-2024 18:29,10.7,-8.7,OFF,OFF,ON
20-04-2024 18:31,4.3,-9.4,OFF,ON,ON
20-04-2024 19:00,-9.3,-30.9,OFF,ON,ON
20-04-2024 19:29,-12.8,-33,OFF,ON,ON
20-04-2024 19:58,-14.3,-34.2,OFF,ON,ON
20-04-2024 20:27,-15.2,-35,OFF,ON,ON
20-04-2024 20:56,-14.8,-34.6,OFF,ON,ON
20-04-2024 21:25,-1.1,-8.6,ON,OFF,OFF
20-04-2024 21:28,-0.3,-8.7,OFF,OFF,ON
20-04-2024 21:30,-1.7,-11.1,OFF,ON,ON
20-04-2024 21:59,-14.4,-32.6,OFF,ON,ON
20-04-2024 22:28,-16.1,-34.3,OFF,ON,ON
20-04-2024 22:57,-16.6,-34.9,OFF,ON,ON
20-04-2024 23:26,-17.2,-35.5,OFF,ON,ON
20-04-2024 23:55,-16.8,-35.1,OFF,ON,ON
21-04-2024 00:04,-17.3,-35.5,ON,OFF,OFF
21-04-2024 00:27,-0.3,-8.8,OFF,OFF,ON
21-04-2024 00:29,-3.7,-11.6,OFF,ON,ON
21-04-2024 00:58,-15,-33.1,OFF,ON,ON
21-04-2024 01:27,-17.1,-34.8,OFF,ON,ON
21-04-2024 01:56,-17.8,-35.5,OFF,ON,ON
21-04-2024 02:25,-18.2,-35.9,OFF,ON,ON
21-04-2024 02:54,-18.6,-36.3,OFF,ON,ON
21-04-2024 03:23,-1.5,-8.5,ON,OFF,OFF
21-04-2024 03:26,-0.5,-8.5,OFF,OFF,ON
21-04-2024 03:55,-17,-34.4,OFF,ON,ON
21-04-2024 04:24,-18.6,-35.8,OFF,ON,ON
21-04-2024 04:53,-19.4,-36.4,OFF,ON,ON
21-04-2024 05:22,-19.8,-36.6,OFF,ON,ON
21-04-2024 05:51,-19.3,-36.1,OFF,ON,ON
21-04-2024 06:02,-19.7,-36.5,ON,OFF,OFF
21-04-2024 06:22,-0.8,-8.5,OFF,OFF,OFF
21-04-2024 06:25,-0.5,-8.7,OFF,OFF,ON
21-04-2024 06:54,-18.1,-35.2,OFF,ON,ON
21-04-2024 07:23,-19.7,-36.6,OFF,ON,ON
21-04-2024 07:33,-18,-33.3,OFF,ON,ON
21-04-2024 08:01,-18,-33.2,OFF,ON,ON
21-04-2024 08:30,-20,-36.2,OFF,OFF,ON
21-04-2024 08:33,-18,-33.1,OFF,ON,ON
21-04-2024 09:01,-19.4,-36.4,ON,OFF,OFF
21-04-2024 09:21,1,-8.6,OFF,OFF,OFF
21-04-2024 09:24,2.5,-8.7,OFF,OFF,ON
21-04-2024 09:26,-2.1,-10.5,OFF,ON,ON
21-04-2024 09:55,-16.8,-34.3,OFF,ON,ON
21-04-2024 10:24,-18.8,-35.5,OFF,ON,ON
21-04-2024 10:53,-20,-35.8,OFF,OFF,ON
21-04-2024 10:56,-18,-33,OFF,ON,ON
21-04-2024 11:25,-10.6,-33.3,OFF,ON,ON
21-04-2024 11:54,-14.6,-34.6,OFF,ON,ON
21-04-2024 12:00,-15.5,-35.2,ON,OFF,OFF
21-04-2024 12:20,-0.9,-9,OFF,OFF,OFF
21-04-2024 12:23,-0.5,-9.1,OFF,OFF,ON
21-04-2024 12:25,-5.3,-11.3,OFF,ON,ON
21-04-2024 12:54,-12.4,-32.3,OFF,ON,ON
21-04-2024 13:23,-16.7,-34.5,OFF,ON,ON
21-04-2024 13:52,-18.1,-35.7,OFF,ON,ON
21-04-2024 14:21,-18.7,-36.2,OFF,ON,ON
21-04-2024 14:50,-18.4,-36.5,OFF,ON,ON
21-04-2024 14:59,-19.3,-36.6,ON,OFF,OFF
21-04-2024 15:19,-1,-8.9,OFF,OFF,OFF
21-04-2024 15:22,-0.5,-9,OFF,OFF,ON
21-04-2024 15:24,-6,-13.4,OFF,ON,ON
21-04-2024 15:53,-17.9,-34.9,OFF,ON,ON
21-04-2024 16:22,-19.3,-36.2,OFF,ON,ON
21-04-2024 16:51,-15.2,-34.6,OFF,ON,ON
21-04-2024 17:20,-10.8,-33.3,OFF,ON,ON
21-04-2024 17:49,-10.5,-32.6,OFF,ON,ON
21-04-2024 18:18,-0.3,-8.7,OFF,OFF,OFF
21-04-2024 18:21,0.4,-8.8,OFF,OFF,ON
21-04-2024 18:23,-2.3,-10.7,OFF,ON,ON
21-04-2024 18:52,-14.2,-33.7,OFF,ON,ON
21-04-2024 19:21,-16.2,-35.4,OFF,ON,ON
21-04-2024 19:50,-19.2,-36.1,OFF,ON,ON
21-04-2024 20:19,-18.4,-35.3,OFF,ON,ON
21-04-2024 20:48,-20,-36.6,OFF,OFF,ON
21-04-2024 20:57,-19.2,-36.1,ON,OFF,OFF
21-04-2024 21:17,-0.8,-8.7,OFF,OFF,OFF
21-04-2024 21:20,-0.5,-8.9,OFF,OFF,ON
21-04-2024 21:49,-18.5,-35.3,OFF,ON,ON
21-04-2024 22:09,-18,-33.1,OFF,ON,ON
21-04-2024 22:24,-18,-33.1,OFF,ON,ON
21-04-2024 22:36,-18,-33.2,OFF,ON,ON
21-04-2024 22:49,-18,-33.2,OFF,ON,ON
21-04-2024 23:08,-18,-33.1,OFF,ON,ON
21-04-2024 23:37,-18.2,-33.3,OFF,OFF,ON
21-04-2024 23:51,-18,-33.1,OFF,ON,ON
21-04-2024 23:56,-19,-35.8,ON,OFF,OFF
22-04-2024 00:16,-0.6,-8.8,OFF,OFF,OFF
22-04-2024 00:19,-0.2,-8.8,OFF,OFF,ON
22-04-2024 00:21,-3.3,-11.6,OFF,ON,ON
22-04-2024 00:50,-19,-35.3,OFF,ON,ON
22-04-2024 01:02,-17.9,-33.1,OFF,ON,ON
22-04-2024 01:18,-18,-33.2,OFF,ON,ON
22-04-2024 01:31,-18,-33.1,OFF,ON,ON
22-04-2024 01:43,-18,-33.2,OFF,ON,ON
22-04-2024 01:54,-18,-33.1,OFF,ON,ON
22-04-2024 02:05,-17.9,-33.1,OFF,ON,ON
22-04-2024 02:16,-18,-33.1,OFF,ON,ON
22-04-2024 02:27,-18,-33.2,OFF,ON,ON
22-04-2024 02:38,-18,-33.2,OFF,ON,ON
22-04-2024 02:49,-18,-33.2,OFF,ON,ON
22-04-2024 02:55,-18.5,-35.8,ON,OFF,OFF
22-04-2024 03:15,-0.5,-8.7,OFF,OFF,OFF
22-04-2024 03:18,0.1,-8.8,OFF,OFF,ON
22-04-2024 03:20,-1.5,-12.2,OFF,ON,ON
22-04-2024 03:49,-19,-35.2,OFF,ON,ON
22-04-2024 04:03,-18,-33,OFF,ON,ON
22-04-2024 04:17,-18,-33.1,OFF,ON,ON
22-04-2024 04:30,-17.9,-33.1,OFF,ON,ON
22-04-2024 04:42,-18,-33.1,OFF,ON,ON
22-04-2024 04:53,-18,-33.1,OFF,ON,ON
22-04-2024 05:04,-18,-33.1,OFF,ON,ON
22-04-2024 05:15,-18,-33.2,OFF,ON,ON
22-04-2024 05:26,-18,-33.2,OFF,ON,ON
22-04-2024 05:37,-18,-33.2,OFF,ON,ON
22-04-2024 05:47,-18,-33.2,OFF,ON,ON
22-04-2024 05:54,-19.8,-36.5,ON,OFF,OFF
22-04-2024 06:14,-0.6,-8.8,OFF,OFF,OFF
22-04-2024 06:19,-4,-12.1,OFF,ON,ON
22-04-2024 06:48,-19.4,-35.6,OFF,ON,ON
22-04-2024 06:55,-18,-33,OFF,ON,ON
22-04-2024 07:09,-18,-33.2,OFF,ON,ON
22-04-2024 07:20,-17.9,-33.1,OFF,ON,ON
22-04-2024 07:31,-18,-33.1,OFF,ON,ON
22-04-2024 07:53,-17.9,-33.2,OFF,ON,ON
22-04-2024 08:03,-18,-33.1,OFF,ON,ON
22-04-2024 08:14,-18,-33.2,OFF,ON,ON
22-04-2024 08:33,-18,-33.1,OFF,ON,ON
22-04-2024 08:48,-18,-33.3,OFF,ON,ON
22-04-2024 08:53,-19.1,-35.8,ON,OFF,OFF
22-04-2024 09:13,-0.2,-9,OFF,OFF,OFF
22-04-2024 09:15,2.3,-9.1,OFF,OFF,ON
22-04-2024 09:44,-16.8,-33.8,OFF,ON,ON
22-04-2024 10:13,-19.3,-36,OFF,ON,ON
22-04-2024 10:19,-18,-33.1,OFF,ON,ON
22-04-2024 10:45,-20,-36.4,OFF,OFF,ON
22-04-2024 10:48,-17.6,-33.3,OFF,ON,ON
22-04-2024 11:10,-18,-33.1,OFF,ON,ON
22-04-2024 11:39,-18.8,-36,OFF,ON,ON
22-04-2024 11:52,-18.3,-36,ON,OFF,OFF
22-04-2024 12:11,-0.6,-8.9,OFF,OFF,OFF
22-04-2024 12:14,-0.2,-8.9,OFF,OFF,ON
22-04-2024 12:16,-1,-14.4,OFF,ON,ON
22-04-2024 12:45,-17.3,-34.1,OFF,ON,ON
22-04-2024 13:14,-18.7,-35.5,OFF,ON,ON
22-04-2024 13:43,-19.8,-36.3,OFF,ON,ON
22-04-2024 14:01,-18.8,-35.5,OFF,ON,ON
22-04-2024 14:28,-18,-33.4,OFF,ON,ON
22-04-2024 14:51,-19.7,-36.3,ON,OFF,OFF
22-04-2024 15:10,-0.6,-9,OFF,OFF,OFF
22-04-2024 15:13,-0.5,-9.1,OFF,OFF,ON
22-04-2024 15:15,-4,-15.3,OFF,ON,ON
22-04-2024 15:44,-18.6,-34.8,OFF,ON,ON
22-04-2024 15:59,-17.6,-33.1,OFF,ON,ON
22-04-2024 16:28,-9.9,-31.4,OFF,ON,ON
22-04-2024 16:57,-14,-32.8,OFF,ON,ON
22-04-2024 17:26,-18.2,-35.6,OFF,ON,ON
22-04-2024 17:49,-17.7,-35.5,ON,OFF,OFF
22-04-2024 18:09,-0.6,-8.8,OFF,OFF,OFF
22-04-2024 18:12,-0.5,-8.9,OFF,OFF,ON
22-04-2024 18:14,-1.7,-14.6,OFF,ON,ON
22-04-2024 18:43,-17.7,-34.4,OFF,ON,ON
22-04-2024 19:07,-18.9,-35.6,OFF,ON,ON
22-04-2024 19:36,-19.9,-36.7,OFF,ON,ON
22-04-2024 19:42,-17.9,-33.2,OFF,ON,ON
22-04-2024 20:02,-19.2,-35.8,OFF,ON,ON
22-04-2024 20:11,-18,-33.3,OFF,ON,ON
22-04-2024 20:24,-18,-33.2,OFF,ON,ON
22-04-2024 20:36,-18,-33.3,OFF,ON,ON
22-04-2024 20:48,-18,-33.2,OFF,ON,ON
22-04-2024 21:08,-4.6,-9.1,OFF,OFF,OFF
22-04-2024 21:11,-3.2,-9.2,OFF,OFF,ON
22-04-2024 21:13,-4.4,-14.9,OFF,ON,ON
22-04-2024 21:42,-19.4,-35.6,OFF,ON,ON
22-04-2024 21:50,-17.9,-33,OFF,ON,ON
22-04-2024 22:03,-17.9,-33.1,OFF,ON,ON
22-04-2024 22:14,-18,-33.1,OFF,ON,ON
22-04-2024 22:24,-18,-33.1,OFF,ON,ON
22-04-2024 22:37,-18,-33.2,OFF,ON,ON
22-04-2024 22:56,-18,-33.3,OFF,ON,ON
22-04-2024 23:06,-20,-36.8,OFF,OFF,ON
22-04-2024 23:09,-18,-33.2,OFF,ON,ON
22-04-2024 23:22,-17.9,-33.3,OFF,ON,ON
22-04-2024 23:39,-17.9,-33.1,OFF,ON,ON
22-04-2024 23:47,-19.7,-36.4,ON,OFF,OFF
23-04-2024 00:07,-0.6,-9,OFF,OFF,OFF
23-04-2024 00:10,-0.4,-9.1,OFF,OFF,ON
23-04-2024 00:12,-2.4,-16.6,OFF,ON,ON
23-04-2024 00:41,-18.2,-35,OFF,ON,ON
23-04-2024 01:09,-17.9,-33.2,OFF,ON,ON
23-04-2024 01:25,-17.9,-33.1,OFF,ON,ON
23-04-2024 01:40,-17.9,-33.2,OFF,ON,ON
23-04-2024 01:53,-18,-33.3,OFF,ON,ON
23-04-2024 02:06,-17.1,-33.1,OFF,ON,ON
23-04-2024 02:35,-17.9,-35.8,OFF,ON,ON
23-04-2024 02:46,-18.2,-36.1,ON,OFF,OFF
23-04-2024 03:06,-0.6,-8.7,OFF,OFF,OFF
23-04-2024 03:09,-0.3,-8.8,OFF,OFF,ON
23-04-2024 03:11,-0.3,-13.6,OFF,ON,ON
23-04-2024 03:40,-16.1,-33.5,OFF,ON,ON
23-04-2024 04:09,-17.9,-35.1,OFF,ON,ON
23-04-2024 04:38,-17.8,-35.9,OFF,ON,ON
23-04-2024 05:07,-19,-36.7,OFF,ON,ON
23-04-2024 05:36,-19.3,-36.8,OFF,ON,ON
23-04-2024 05:45,-19.3,-36.9,ON,OFF,OFF
23-04-2024 06:05,-0.7,-8.7,OFF,OFF,OFF
23-04-2024 06:08,-0.5,-8.8,OFF,OFF,ON
23-04-2024 06:10,-2.8,-16.6,OFF,ON,ON
23-04-2024 06:39,-18.7,-35.3,OFF,ON,ON
23-04-2024 07:08,-19.7,-34.6,OFF,OFF,ON
23-04-2024 07:09,-18,-33.1,OFF,ON,ON
23-04-2024 07:37,-18,-33.3,OFF,ON,ON
23-04-2024 07:50,-18,-33.3,OFF,ON,ON
23-04-2024 08:03,-18,-33.3,OFF,ON,ON
23-04-2024 08:28,-18,-33.3,OFF,ON,ON
23-04-2024 08:44,-18.7,-35.7,ON,OFF,OFF
23-04-2024 09:04,-1.2,-9.2,OFF,OFF,OFF
23-04-2024 09:09,-3.8,-17.6,OFF,ON,ON
23-04-2024 09:38,-17.9,-34.6,OFF,ON,ON
23-04-2024 10:07,-19.6,-36.4,OFF,ON,ON
23-04-2024 10:11,-18,-33.2,OFF,ON,ON
23-04-2024 10:39,-18,-33.2,OFF,ON,ON
23-04-2024 10:56,-18,-33.2,OFF,ON,ON
23-04-2024 11:09,-17.2,-33.7,OFF,ON,ON
23-04-2024 11:38,-19,-36.5,OFF,ON,ON
23-04-2024 11:43,-19.9,-36.8,ON,OFF,OFF
23-04-2024 12:06,-1.2,-9.2,OFF,OFF,ON
23-04-2024 12:08,-3.8,-17.9,OFF,ON,ON
23-04-2024 12:37,-18.3,-34.9,OFF,ON,ON
23-04-2024 13:00,-18,-33.1,OFF,ON,ON
23-04-2024 13:14,-18,-33.1,OFF,ON,ON
23-04-2024 13:43,-19.6,-36.2,OFF,ON,ON
23-04-2024 13:52,-18,-33.4,OFF,ON,ON
23-04-2024 14:21,-17.7,-35.2,OFF,ON,ON
23-04-2024 14:50,-10.1,-9.5,ON,OFF,OFF
23-04-2024 15:02,-0.6,-9,OFF,OFF,OFF
23-04-2024 15:07,-2.6,-16.3,OFF,ON,ON
23-04-2024 15:36,-15.1,-32.8,OFF,ON,ON
23-04-2024 16:05,-17.9,-34.9,OFF,ON,ON
23-04-2024 16:34,-17.4,-35.4,OFF,ON,ON
23-04-2024 17:03,-17.8,-35.8,OFF,ON,ON
23-04-2024 17:32,-18.1,-36.6,OFF,ON,ON
23-04-2024 18:01,-1.4,-9,ON,OFF,OFF
23-04-2024 18:04,-0.5,-9,OFF,OFF,ON
23-04-2024 18:06,-3.3,-16.5,OFF,ON,ON
23-04-2024 18:35,-17.6,-34.4,OFF,ON,ON
23-04-2024 19:04,-19.5,-36,OFF,ON,ON
23-04-2024 19:17,-18,-33.1,OFF,ON,ON
23-04-2024 19:34,-18,-33.1,OFF,ON,ON
23-04-2024 19:51,-18,-33.1,OFF,ON,ON
23-04-2024 20:07,-18,-33.2,OFF,ON,ON
23-04-2024 20:23,-18,-33.3,OFF,ON,ON
23-04-2024 20:38,-18,-33.3,OFF,ON,ON
23-04-2024 20:40,-17.7,-35,ON,OFF,OFF
23-04-2024 21:00,-0.7,-8.9,OFF,OFF,OFF
23-04-2024 21:03,-0.5,-9,OFF,OFF,ON
23-04-2024 21:05,-3.4,-16.7,OFF,ON,ON
23-04-2024 21:34,-18.6,-35,OFF,ON,ON
23-04-2024 21:58,-17.9,-33.1,OFF,ON,ON
23-04-2024 22:12,-18,-33.1,OFF,ON,ON
23-04-2024 22:26,-18,-33.1,OFF,ON,ON
23-04-2024 22:55,-20,-36.9,OFF,OFF,ON
23-04-2024 22:57,-18,-33.3,OFF,ON,ON
23-04-2024 23:14,-18,-33.4,OFF,ON,ON
23-04-2024 23:39,-19.1,-36.8,ON,OFF,OFF
23-04-2024 23:59,-1.4,-8.8,OFF,OFF,OFF
24-04-2024 00:02,-0.6,-8.9,OFF,OFF,ON
24-04-2024 00:04,-4,-15.5,OFF,ON,ON
24-04-2024 00:33,-17.3,-34.2,OFF,ON,ON
24-04-2024 01:02,-19.1,-36.1,OFF,ON,ON
24-04-2024 01:22,-18,-33.1,OFF,ON,ON
24-04-2024 01:42,-18,-33.2,OFF,ON,ON
24-04-2024 02:01,-18,-33.2,OFF,ON,ON
24-04-2024 02:20,-18,-33.3,OFF,ON,ON
24-04-2024 02:38,-18,-33.4,OFF,ON,ON
24-04-2024 02:58,-0.6,-8.4,OFF,OFF,OFF
24-04-2024 03:01,-0.5,-8.4,OFF,OFF,ON
24-04-2024 03:03,-1.8,-14.6,OFF,ON,ON
24-04-2024 03:32,-19.1,-35.1,OFF,ON,ON
24-04-2024 03:45,-17.9,-32.6,OFF,ON,ON
24-04-2024 04:10,-18,-32.8,OFF,ON,ON
24-04-2024 04:21,-18,-32.9,OFF,ON,ON
24-04-2024 04:32,-18,-32.9,OFF,ON,ON
24-04-2024 04:44,-18,-33,OFF,ON,ON
24-04-2024 05:06,-18,-33.1,OFF,ON,ON
24-04-2024 05:18,-18,-33,OFF,ON,ON
24-04-2024 05:37,-19.8,-36.3,ON,OFF,OFF
24-04-2024 05:59,-0.5,-8.1,OFF,OFF,ON
24-04-2024 06:01,-3.5,-14.8,OFF,ON,ON
24-04-2024 06:30,-19.1,-35.1,OFF,ON,ON
24-04-2024 06:43,-18,-32.5,OFF,ON,ON
24-04-2024 07:06,-18,-32.8,OFF,ON,ON
24-04-2024 07:17,-18,-32.9,OFF,ON,ON
24-04-2024 07:28,-17.9,-32.9,OFF,ON,ON
24-04-2024 07:38,-18,-32.9,OFF,ON,ON
24-04-2024 07:49,-17.9,-32.9,OFF,ON,ON
24-04-2024 08:00,-18,-33,OFF,ON,ON
24-04-2024 08:10,-18,-32.9,OFF,ON,ON
24-04-2024 08:21,-18,-32.9,OFF,ON,ON
24-04-2024 08:32,-18,-32.9,OFF,ON,ON
24-04-2024 08:36,-18.7,-35.2,ON,OFF,OFF
24-04-2024 08:55,-0.6,-8.5,OFF,OFF,OFF
24-04-2024 09:00,-0.8,-13.6,OFF,ON,ON
24-04-2024 09:29,-19,-34.8,OFF,ON,ON
24-04-2024 09:42,-18,-32.5,OFF,ON,ON
24-04-2024 10:11,-14.9,-33.8,OFF,ON,ON
24-04-2024 11:09,-12.5,-32.7,OFF,ON,ON
24-04-2024 11:40,-14.4,-13.7,ON,OFF,OFF
24-04-2024 11:54,-1.3,-8.3,OFF,OFF,OFF
24-04-2024 11:59,-7.9,-13.6,OFF,ON,ON
24-04-2024 12:28,-16.7,-33.7,OFF,ON,ON
24-04-2024 12:57,-18.5,-35.7,OFF,ON,ON
24-04-2024 13:26,-19.3,-36,OFF,ON,ON
24-04-2024 13:55,-16.9,-35.2,OFF,ON,ON
24-04-2024 14:24,-17.9,-35.6,OFF,ON,ON
24-04-2024 14:33,-18.3,-35.8,ON,OFF,OFF
24-04-2024 14:53,-0.6,-8.2,OFF,OFF,OFF
24-04-2024 14:56,-0.4,-8.2,OFF,OFF,ON
24-04-2024 14:58,-6.7,-13.4,OFF,ON,ON
24-04-2024 15:27,-16.4,-33.3,OFF,ON,ON
24-04-2024 15:56,-14.6,-33.3,OFF,ON,ON
24-04-2024 16:25,-17.1,-34.8,OFF,ON,ON
24-04-2024 16:54,-17.8,-35.5,OFF,ON,ON
24-04-2024 17:23,-17.7,-35.7,OFF,ON,ON
24-04-2024 17:32,-18.1,-36.2,ON,OFF,OFF
24-04-2024 17:52,1.7,-8.6,OFF,OFF,OFF
24-04-2024 17:55,7.2,-8.7,OFF,OFF,ON
24-04-2024 17:57,0.8,-13.3,OFF,ON,ON
24-04-2024 18:26,-15.2,-32.9,OFF,ON,ON
24-04-2024 18:55,-17.8,-35.1,OFF,ON,ON
24-04-2024 19:24,-14.9,-33.8,OFF,ON,ON
24-04-2024 19:53,-16.7,-35.1,OFF,ON,ON
24-04-2024 20:22,-17.3,-35.6,OFF,ON,ON
24-04-2024 20:51,-1.9,-8.8,ON,OFF,OFF
24-04-2024 20:54,-0.6,-8.9,OFF,OFF,ON
24-04-2024 21:23,-16.2,-33.5,OFF,ON,ON
24-04-2024 21:52,-18.2,-35,OFF,ON,ON
24-04-2024 22:21,-19.2,-35.7,OFF,ON,ON
24-04-2024 22:50,-18.4,-36,OFF,ON,ON
24-04-2024 23:19,-19.5,-36.7,OFF,ON,ON
24-04-2024 23:30,-19.6,-36.8,ON,OFF,OFF
24-04-2024 23:50,-1.3,-8.8,OFF,OFF,OFF
24-04-2024 23:53,-0.6,-8.8,OFF,OFF,ON
25-04-2024 00:22,-17.7,-34.4,OFF,ON,ON
25-04-2024 00:51,-19.6,-36.2,OFF,ON,ON
25-04-2024 01:05,-18,-33.1,OFF,ON,ON
25-04-2024 01:34,-19.9,-36.6,OFF,ON,ON
25-04-2024 01:37,-18,-33.2,OFF,ON,ON
25-04-2024 02:02,-18,-33.1,OFF,ON,ON
25-04-2024 02:24,-18,-33.1,OFF,ON,ON
25-04-2024 02:29,-19,-35.9,ON,OFF,OFF
25-04-2024 02:49,-0.6,-8.7,OFF,OFF,OFF
25-04-2024 02:52,-0.4,-8.8,OFF,OFF,ON
25-04-2024 02:54,-4,-12.4,OFF,ON,ON
25-04-2024 03:23,-18.6,-34.9,OFF,ON,ON
25-04-2024 03:52,-18.6,-35.9,OFF,ON,ON
25-04-2024 04:11,-18,-33,OFF,ON,ON
25-04-2024 04:30,-18,-33.1,OFF,ON,ON
25-04-2024 04:59,-19.3,-36.4,OFF,ON,ON
25-04-2024 05:28,-15.7,-34.6,OFF,ON,ON
25-04-2024 05:48,0.3,-8.6,OFF,OFF,OFF
25-04-2024 05:51,2.7,-8.7,OFF,OFF,ON
25-04-2024 05:53,-1.2,-10.4,OFF,ON,ON
25-04-2024 06:22,-15.2,-32.7,OFF,ON,ON
25-04-2024 06:51,-18.9,-35.6,OFF,ON,ON
25-04-2024 07:20,-19.6,-36.6,OFF,ON,ON
25-04-2024 07:38,-18,-33.1,OFF,ON,ON
25-04-2024 08:07,-19.8,-36.6,OFF,ON,ON
25-04-2024 08:27,-19.9,-36.7,ON,OFF,OFF
25-04-2024 08:47,-0.6,-8.8,OFF,OFF,OFF
25-04-2024 08:50,-0.5,-8.8,OFF,OFF,ON
25-04-2024 08:52,-4.8,-13.8,OFF,ON,ON
25-04-2024 09:21,-19.2,-35.1,OFF,ON,ON
