Date/Time,roomTemp (deg C),defroStat,compStat,evapStat
11-05-2024 08:39,-16.6,OFF,ON,ON
11-05-2024 09:08,-18.5,OFF,ON,ON
11-05-2024 09:37,-18.6,OFF,ON,ON
11-05-2024 10:06,-19.5,OFF,ON,ON
11-05-2024 10:35,-19.9,OFF,ON,ON
11-05-2024 15:34,2.9,OFF,OFF,OFF
11-05-2024 15:35,2.6,OFF,ON,ON
11-05-2024 16:04,-12.3,OFF,ON,ON
11-05-2024 16:33,-15.7,OFF,ON,ON
11-05-2024 17:02,-17,OFF,ON,ON
11-05-2024 17:31,-16.8,OFF,ON,ON
11-05-2024 18:00,-16.4,OFF,ON,ON
11-05-2024 18:29,-17.3,OFF,ON,ON
11-05-2024 18:58,11.6,OFF,OFF,OFF
11-05-2024 19:27,-13.4,OFF,ON,ON
11-05-2024 19:56,-16.6,OFF,ON,ON
11-05-2024 20:25,-17.8,OFF,ON,ON
11-05-2024 20:54,-18.8,OFF,ON,ON
11-05-2024 21:23,-18,OFF,ON,ON
11-05-2024 21:33,-18.3,ON,OFF,OFF
11-05-2024 22:02,5.6,OFF,ON,OFF
11-05-2024 22:31,-14.9,OFF,ON,ON
11-05-2024 23:00,-16.9,OFF,ON,ON
11-05-2024 23:29,-17.6,OFF,ON,ON
11-05-2024 23:58,-18.3,OFF,ON,ON
12-05-2024 00:27,-18.6,OFF,ON,ON
12-05-2024 00:53,9.1,OFF,OFF,OFF
12-05-2024 01:22,-14.6,OFF,ON,ON
12-05-2024 01:51,-17.4,OFF,ON,ON
12-05-2024 02:20,-18.5,OFF,ON,ON
12-05-2024 02:49,-19.1,OFF,ON,ON
12-05-2024 03:18,-19.5,OFF,ON,ON
12-05-2024 03:33,-19.6,ON,OFF,OFF
12-05-2024 04:02,5,OFF,ON,OFF
12-05-2024 04:31,-16.4,OFF,ON,ON
12-05-2024 05:00,-18.3,OFF,ON,ON
12-05-2024 05:29,-19.1,OFF,ON,ON
12-05-2024 05:58,-19.6,OFF,ON,ON
12-05-2024 06:27,-19.9,OFF,ON,ON
12-05-2024 06:30,-20,OFF,OFF,ON
12-05-2024 06:53,12.6,OFF,OFF,OFF
12-05-2024 07:22,-15.6,OFF,ON,ON
12-05-2024 07:51,-18.1,OFF,ON,ON
12-05-2024 08:18,-19.3,OFF,ON,ON
12-05-2024 08:47,-19.8,OFF,ON,ON
12-05-2024 08:52,-20,OFF,OFF,ON
12-05-2024 09:21,-19.6,OFF,ON,ON
12-05-2024 09:26,-20,OFF,OFF,ON
12-05-2024 09:33,-19.2,ON,OFF,OFF
12-05-2024 10:02,3.5,OFF,ON,OFF
12-05-2024 10:03,0.2,OFF,ON,ON
12-05-2024 10:32,-17.4,OFF,ON,ON
12-05-2024 11:01,-19.6,OFF,ON,ON
12-05-2024 11:12,-20,OFF,OFF,ON
12-05-2024 11:27,-20,OFF,OFF,ON
12-05-2024 11:42,-20,OFF,OFF,ON
12-05-2024 12:09,-20,OFF,OFF,ON
12-05-2024 12:33,-19.7,ON,OFF,OFF
12-05-2024 12:53,10.7,OFF,OFF,OFF
12-05-2024 13:22,-13.7,OFF,ON,ON
12-05-2024 13:51,-16.8,OFF,ON,ON
12-05-2024 14:20,-18.3,OFF,ON,ON
12-05-2024 14:49,-11.3,OFF,ON,ON
12-05-2024 15:18,-14.1,OFF,ON,ON
12-05-2024 15:47,0.7,ON,OFF,OFF
12-05-2024 16:16,-11.2,OFF,ON,ON
12-05-2024 16:45,-12.5,OFF,ON,ON
12-05-2024 17:14,-15.2,OFF,ON,ON
12-05-2024 17:43,-14.6,OFF,ON,ON
12-05-2024 18:12,-16,OFF,ON,ON
12-05-2024 18:41,-9.3,ON,OFF,OFF
12-05-2024 19:02,1.5,OFF,ON,ON
12-05-2024 19:31,-15.4,OFF,ON,ON
12-05-2024 20:00,-17.1,OFF,ON,ON
12-05-2024 20:29,-16,OFF,ON,ON
12-05-2024 20:58,-12,OFF,ON,ON
12-05-2024 21:27,-11.9,OFF,ON,ON
12-05-2024 21:32,-11.9,ON,OFF,OFF
12-05-2024 21:52,12.2,OFF,OFF,OFF
12-05-2024 22:21,-8.9,OFF,ON,ON
12-05-2024 22:50,-10.4,OFF,ON,ON
12-05-2024 23:19,-13.7,OFF,ON,ON
12-05-2024 23:48,-16.1,OFF,ON,ON
13-05-2024 00:17,-16.9,OFF,ON,ON
13-05-2024 00:32,-17.2,ON,OFF,OFF
13-05-2024 00:52,8.2,OFF,OFF,OFF
13-05-2024 01:21,-10.7,OFF,ON,ON
13-05-2024 01:50,-14.2,OFF,ON,ON
13-05-2024 02:19,-15.9,OFF,ON,ON
13-05-2024 02:48,-16.7,OFF,ON,ON
13-05-2024 03:17,-17.5,OFF,ON,ON
13-05-2024 03:46,0.6,ON,OFF,OFF
13-05-2024 04:15,-13.6,OFF,ON,ON
13-05-2024 04:44,-16.4,OFF,ON,ON
13-05-2024 05:13,-17.3,OFF,ON,ON
13-05-2024 05:42,-17.9,OFF,ON,ON
13-05-2024 06:11,-18.4,OFF,ON,ON
13-05-2024 06:32,-18.6,ON,OFF,OFF
13-05-2024 06:52,10.8,OFF,OFF,OFF
13-05-2024 07:21,-15.5,OFF,ON,ON
13-05-2024 07:50,-17.5,OFF,ON,ON
13-05-2024 08:19,-18.3,OFF,ON,ON
13-05-2024 08:48,-18.9,OFF,ON,ON
13-05-2024 09:17,-18.8,OFF,ON,ON
13-05-2024 09:31,-19.1,ON,OFF,OFF
13-05-2024 09:51,6.7,OFF,OFF,OFF
13-05-2024 10:20,-15.8,OFF,ON,ON
13-05-2024 10:49,-17.9,OFF,ON,ON
13-05-2024 11:18,-18,OFF,ON,ON
13-05-2024 11:47,-19.2,OFF,ON,ON
13-05-2024 12:16,-15.7,OFF,ON,ON
13-05-2024 12:31,-12.6,ON,OFF,OFF
13-05-2024 13:00,8.9,OFF,ON,OFF
13-05-2024 13:29,-8.7,OFF,ON,ON
13-05-2024 13:58,-9.1,OFF,ON,ON
13-05-2024 14:27,-10.1,OFF,ON,ON
13-05-2024 14:56,-11.2,OFF,ON,ON
13-05-2024 15:25,-12.5,OFF,ON,ON
13-05-2024 15:51,9.4,OFF,OFF,OFF
13-05-2024 16:12,-9.2,OFF,ON,ON
13-05-2024 16:41,-12.1,OFF,ON,ON
13-05-2024 17:10,-13.8,OFF,ON,ON
13-05-2024 17:39,-14.9,OFF,ON,ON
13-05-2024 18:08,-10.5,OFF,ON,ON
13-05-2024 18:37,-8.5,ON,OFF,OFF
13-05-2024 19:06,-8,OFF,ON,ON
13-05-2024 19:35,-11.3,OFF,ON,ON
14-05-2024 09:06,0.3,OFF,OFF,OFF
14-05-2024 09:35,-7.2,OFF,ON,ON
14-05-2024 10:04,-9.6,OFF,ON,ON
14-05-2024 10:33,-11,OFF,ON,ON
14-05-2024 11:02,-12.2,OFF,ON,ON
14-05-2024 11:31,-13.3,OFF,ON,ON
14-05-2024 12:00,-14.5,OFF,ON,ON
14-05-2024 12:06,-14.5,ON,OFF,OFF
14-05-2024 14:57,-15.1,OFF,ON,ON
14-05-2024 15:06,-15.1,ON,OFF,OFF
14-05-2024 15:26,8.8,OFF,OFF,OFF
14-05-2024 15:55,-12.8,OFF,ON,ON
14-05-2024 16:24,-14.9,OFF,ON,ON
14-05-2024 16:53,-15.9,OFF,ON,ON
14-05-2024 17:22,-16.5,OFF,ON,ON
14-05-2024 17:51,-17,OFF,ON,ON
14-05-2024 18:06,-17.1,ON,OFF,OFF
14-05-2024 18:26,12.2,OFF,OFF,OFF
14-05-2024 18:55,-14.1,OFF,ON,ON
14-05-2024 19:24,-16.2,OFF,ON,ON
14-05-2024 19:53,-17.1,OFF,ON,ON
14-05-2024 20:22,-17.2,OFF,ON,ON
14-05-2024 20:51,-17.4,OFF,ON,ON
14-05-2024 21:06,-17.3,ON,OFF,OFF
14-05-2024 21:26,12.8,OFF,OFF,OFF
14-05-2024 21:55,-14.2,OFF,ON,ON
14-05-2024 22:24,-16.6,OFF,ON,ON
14-05-2024 22:53,-17.5,OFF,ON,ON
14-05-2024 23:22,-18.3,OFF,ON,ON
14-05-2024 23:51,-18.8,OFF,ON,ON
15-05-2024 00:06,-18.9,ON,OFF,OFF
15-05-2024 00:35,3.4,OFF,ON,OFF
15-05-2024 01:04,-16.3,OFF,ON,ON
15-05-2024 01:33,-17.9,OFF,ON,ON
15-05-2024 02:02,-18.7,OFF,ON,ON
15-05-2024 02:31,-19.3,OFF,ON,ON
15-05-2024 03:00,-19.7,OFF,ON,ON
15-05-2024 03:06,-19.7,ON,OFF,OFF
15-05-2024 03:35,3.6,OFF,ON,OFF
15-05-2024 04:04,-16.7,OFF,ON,ON
15-05-2024 04:33,-18.3,OFF,ON,ON
15-05-2024 05:02,-19,OFF,ON,ON
15-05-2024 05:31,-19.6,OFF,ON,ON
15-05-2024 06:00,-19.9,OFF,ON,ON
15-05-2024 06:25,12.5,OFF,OFF,OFF
15-05-2024 06:54,-15.8,OFF,ON,ON
15-05-2024 07:23,-18.1,OFF,ON,ON
15-05-2024 07:52,-17.6,OFF,ON,ON
15-05-2024 08:21,-16,OFF,ON,ON
15-05-2024 08:50,-16.7,OFF,ON,ON
15-05-2024 09:05,-16.8,ON,OFF,OFF
15-05-2024 09:34,4.2,OFF,ON,OFF
15-05-2024 18:39,-9.4,OFF,ON,ON
15-05-2024 19:08,-11.8,OFF,ON,ON
15-05-2024 19:55,-7.2,OFF,OFF,OFF
16-05-2024 08:30,-0.2,OFF,OFF,OFF
16-05-2024 08:59,-7.9,OFF,ON,ON
16-05-2024 09:28,-9.2,OFF,ON,ON
16-05-2024 09:57,-11.8,OFF,ON,ON
16-05-2024 10:26,-12.9,OFF,ON,ON
16-05-2024 10:55,-13.9,OFF,ON,ON
16-05-2024 11:24,-14.7,OFF,ON,ON
16-05-2024 11:30,-14.6,ON,OFF,OFF
16-05-2024 11:50,9.3,OFF,OFF,OFF
16-05-2024 12:00,0.8,OFF,ON,ON
16-05-2024 16:04,1.8,OFF,OFF,OFF
16-05-2024 16:33,2.7,OFF,ON,ON
16-05-2024 17:02,-4.1,OFF,ON,ON
16-05-2024 17:31,-7.3,OFF,ON,ON
16-05-2024 18:00,-9.2,OFF,ON,ON
16-05-2024 18:29,-9.3,OFF,ON,ON
16-05-2024 18:58,-10.5,OFF,ON,ON
16-05-2024 19:24,13.6,OFF,OFF,OFF
16-05-2024 19:53,-7.5,OFF,ON,ON
16-05-2024 20:22,-10.1,OFF,ON,ON
16-05-2024 20:51,-11.6,OFF,ON,ON
16-05-2024 21:21,-12.8,OFF,ON,ON
16-05-2024 21:50,-13.2,OFF,ON,ON
16-05-2024 22:04,-13.4,ON,OFF,OFF
16-05-2024 22:24,14.6,OFF,OFF,OFF
16-05-2024 22:34,3,OFF,ON,ON
16-05-2024 23:03,-10.9,OFF,ON,ON
16-05-2024 23:32,-13.1,OFF,ON,ON
17-05-2024 00:01,-13.9,OFF,ON,ON
17-05-2024 00:30,-14.5,OFF,ON,ON
17-05-2024 00:59,-15.1,OFF,ON,ON
17-05-2024 01:24,13.8,OFF,OFF,OFF
17-05-2024 01:34,2.1,OFF,ON,ON
17-05-2024 02:03,-13.1,OFF,ON,ON
17-05-2024 02:32,-14.9,OFF,ON,ON
17-05-2024 03:01,-15.7,OFF,ON,ON
17-05-2024 03:30,-16.1,OFF,ON,ON
17-05-2024 03:59,-16.4,OFF,ON,ON
17-05-2024 04:28,15.6,OFF,OFF,OFF
17-05-2024 04:57,-13.2,OFF,ON,ON
17-05-2024 05:26,-15.6,OFF,ON,ON
17-05-2024 05:55,-16.3,OFF,ON,ON
17-05-2024 06:24,-16.8,OFF,ON,ON
17-05-2024 06:53,-17.1,OFF,ON,ON
17-05-2024 07:04,-17.2,ON,OFF,OFF
17-05-2024 07:33,4.5,OFF,ON,OFF
17-05-2024 08:02,-14.6,OFF,ON,ON
17-05-2024 08:31,-16.4,OFF,ON,ON
17-05-2024 09:00,-17.7,OFF,ON,ON
17-05-2024 09:29,-18.1,OFF,ON,ON
17-05-2024 09:58,-14,OFF,ON,ON
17-05-2024 10:03,-12.9,ON,OFF,OFF
17-05-2024 10:23,13.4,OFF,OFF,OFF
17-05-2024 10:52,-9.4,OFF,ON,ON
17-05-2024 11:21,-8.1,OFF,ON,ON
17-05-2024 11:41,-8.9,OFF,ON,ON
17-05-2024 12:10,-10.1,OFF,ON,ON
17-05-2024 12:39,-13.1,OFF,ON,ON
17-05-2024 13:03,-13,ON,OFF,OFF
17-05-2024 13:23,13,OFF,OFF,OFF
17-05-2024 13:52,-10,OFF,ON,ON
17-05-2024 14:21,-12.8,OFF,ON,ON
17-05-2024 14:50,-13.9,OFF,ON,ON
17-05-2024 15:19,-13.5,OFF,ON,ON
17-05-2024 15:48,-14.4,OFF,ON,ON
17-05-2024 16:03,-14.7,ON,OFF,OFF
17-05-2024 16:23,13.1,OFF,OFF,OFF
17-05-2024 16:52,-9,OFF,ON,ON
17-05-2024 17:21,-11.9,OFF,ON,ON
17-05-2024 17:50,-13.1,OFF,ON,ON
17-05-2024 18:19,-14.4,OFF,ON,ON
17-05-2024 18:48,-15,OFF,ON,ON
17-05-2024 19:17,7.5,ON,OFF,OFF
17-05-2024 19:23,14,OFF,OFF,OFF
17-05-2024 19:52,-8.4,OFF,ON,ON
17-05-2024 20:21,-11.1,OFF,ON,ON
17-05-2024 20:50,-12.8,OFF,ON,ON
17-05-2024 21:19,-13.6,OFF,ON,ON
17-05-2024 21:48,-14.3,OFF,ON,ON
17-05-2024 22:03,-14.6,ON,OFF,OFF
17-05-2024 22:23,13.5,OFF,OFF,OFF
17-05-2024 22:52,-10.9,OFF,ON,ON
17-05-2024 23:21,-13.8,OFF,ON,ON
17-05-2024 23:50,-14.9,OFF,ON,ON
18-05-2024 00:19,-15.4,OFF,ON,ON
18-05-2024 00:48,-16,OFF,ON,ON
18-05-2024 01:17,2.2,ON,OFF,OFF
18-05-2024 01:46,-11.1,OFF,ON,ON
18-05-2024 02:15,-14.8,OFF,ON,ON
18-05-2024 02:44,-15.9,OFF,ON,ON
18-05-2024 03:13,-16.4,OFF,ON,ON
18-05-2024 03:42,-16.7,OFF,ON,ON
18-05-2024 04:11,-9.2,ON,OFF,OFF
18-05-2024 04:23,13.9,OFF,OFF,OFF
18-05-2024 04:33,1.9,OFF,ON,ON
18-05-2024 05:02,-14.6,OFF,ON,ON
18-05-2024 05:31,-16.3,OFF,ON,ON
18-05-2024 06:00,-16.9,OFF,ON,ON
18-05-2024 06:29,-17.3,OFF,ON,ON
18-05-2024 06:58,-17.6,OFF,ON,ON
18-05-2024 07:02,-17.7,ON,OFF,OFF
18-05-2024 07:31,6,OFF,ON,OFF
18-05-2024 07:32,0.2,OFF,ON,ON
18-05-2024 08:01,-15.2,OFF,ON,ON
18-05-2024 08:30,-16.8,OFF,ON,ON
18-05-2024 08:59,-18,OFF,ON,ON
18-05-2024 09:28,-18.7,OFF,ON,ON
18-05-2024 09:57,-14.5,OFF,ON,ON
18-05-2024 10:02,-15.6,ON,OFF,OFF
18-05-2024 10:31,6.2,OFF,ON,OFF
18-05-2024 10:32,1.8,OFF,ON,ON
18-05-2024 11:01,-14.2,OFF,ON,ON
18-05-2024 11:30,-15.7,OFF,ON,ON
18-05-2024 12:28,-12.4,OFF,ON,ON
18-05-2024 12:57,-12.6,OFF,ON,ON
18-05-2024 13:02,-13.2,ON,OFF,OFF
18-05-2024 13:22,13,OFF,OFF,OFF
18-05-2024 13:51,-10.6,OFF,ON,ON
18-05-2024 14:20,-12,OFF,ON,ON
18-05-2024 14:49,-14.8,OFF,ON,ON
18-05-2024 15:18,-15.6,OFF,ON,ON
18-05-2024 15:50,-14.4,OFF,ON,ON
18-05-2024 16:02,-13.2,ON,OFF,OFF
18-05-2024 16:31,5.3,OFF,ON,OFF
18-05-2024 17:00,-11.3,OFF,ON,ON
18-05-2024 17:29,-13.8,OFF,ON,ON
18-05-2024 17:58,-13,OFF,ON,ON
18-05-2024 18:27,-13.8,OFF,ON,ON
18-05-2024 18:56,-14.5,OFF,ON,ON
18-05-2024 19:22,13.9,OFF,OFF,OFF
18-05-2024 19:51,-8.3,OFF,ON,ON
18-05-2024 20:20,-11.3,OFF,ON,ON
18-05-2024 20:49,-12.9,OFF,ON,ON
18-05-2024 21:18,-13.8,OFF,ON,ON
18-05-2024 21:47,-14.5,OFF,ON,ON
18-05-2024 22:16,3,ON,OFF,OFF
18-05-2024 22:45,-10.4,OFF,ON,ON
18-05-2024 23:14,-13.8,OFF,ON,ON
18-05-2024 23:43,-12.6,OFF,ON,ON
19-05-2024 00:12,-13.6,OFF,ON,ON
19-05-2024 00:41,-14.4,OFF,ON,ON
19-05-2024 01:10,-7.1,ON,OFF,OFF
19-05-2024 01:21,13.5,OFF,OFF,OFF
19-05-2024 01:50,-11.6,OFF,ON,ON
19-05-2024 02:19,-14.2,OFF,ON,ON
19-05-2024 02:48,-15.1,OFF,ON,ON
19-05-2024 03:17,-15.8,OFF,ON,ON
19-05-2024 03:46,-16.2,OFF,ON,ON
19-05-2024 04:01,-16.4,ON,OFF,OFF
19-05-2024 04:21,13.6,OFF,OFF,OFF
19-05-2024 04:50,-13,OFF,ON,ON
19-05-2024 05:19,-15.5,OFF,ON,ON
19-05-2024 05:48,-16.3,OFF,ON,ON
19-05-2024 06:17,-16.7,OFF,ON,ON
19-05-2024 06:46,-17,OFF,ON,ON
19-05-2024 07:15,1.5,ON,OFF,OFF
19-05-2024 07:44,-12.8,OFF,ON,ON
19-05-2024 08:13,-15.9,OFF,ON,ON
19-05-2024 08:37,-13.5,OFF,OFF,OFF
19-05-2024 09:06,-16.9,OFF,ON,ON
19-05-2024 09:35,-17.4,OFF,ON,ON
19-05-2024 10:04,-17.8,OFF,ON,ON
19-05-2024 10:33,-16.3,OFF,ON,ON
19-05-2024 11:02,-16.8,OFF,ON,ON
19-05-2024 11:31,-17.7,OFF,ON,ON
19-05-2024 11:37,-17.6,ON,OFF,OFF
19-05-2024 11:57,8,OFF,OFF,OFF
19-05-2024 12:26,-15.4,OFF,ON,ON
19-05-2024 12:55,-17.6,OFF,ON,ON
19-05-2024 13:24,-15.5,OFF,ON,ON
19-05-2024 13:53,-17.5,OFF,ON,ON
19-05-2024 14:22,-18.3,OFF,ON,ON
19-05-2024 14:36,-18.5,ON,OFF,OFF
19-05-2024 15:05,5,OFF,ON,OFF
19-05-2024 15:34,-16.2,OFF,ON,ON
19-05-2024 16:03,-17.8,OFF,ON,ON
19-05-2024 16:32,-18.7,OFF,ON,ON
19-05-2024 17:01,-19.1,OFF,ON,ON
19-05-2024 17:30,-19.2,OFF,ON,ON
19-05-2024 17:36,-19.3,ON,OFF,OFF
19-05-2024 17:56,11,OFF,OFF,OFF
19-05-2024 18:25,-14,OFF,ON,ON
19-05-2024 18:54,-17.4,OFF,ON,ON
19-05-2024 19:23,-16.8,OFF,ON,ON
19-05-2024 19:52,-18.2,OFF,ON,ON
19-05-2024 20:21,-18.3,OFF,ON,ON
19-05-2024 21:05,4.1,OFF,ON,OFF
19-05-2024 21:34,-16.4,OFF,ON,ON
19-05-2024 22:03,-18.1,OFF,ON,ON
19-05-2024 22:32,-19,OFF,ON,ON
19-05-2024 23:01,-19.4,OFF,ON,ON
19-05-2024 23:30,-19.8,OFF,ON,ON
19-05-2024 23:36,-19.9,ON,OFF,OFF
19-05-2024 23:56,6.5,OFF,OFF,OFF
20-05-2024 00:25,-16.3,OFF,ON,ON
20-05-2024 00:54,-18.6,OFF,ON,ON
20-05-2024 01:23,-19.6,OFF,ON,ON
20-05-2024 01:52,-19.3,OFF,ON,ON
20-05-2024 02:21,-19.9,OFF,ON,ON
20-05-2024 02:22,-20,OFF,OFF,ON
20-05-2024 02:36,-19.7,ON,OFF,OFF
20-05-2024 03:05,3.8,OFF,ON,OFF
20-05-2024 03:34,-17.2,OFF,ON,ON
20-05-2024 04:03,-19.1,OFF,ON,ON
20-05-2024 04:32,-19.9,OFF,ON,ON
20-05-2024 05:01,-18,OFF,ON,ON
20-05-2024 05:18,-20,OFF,OFF,ON
20-05-2024 05:47,-5.1,ON,OFF,OFF
20-05-2024 05:56,9.7,OFF,OFF,OFF
20-05-2024 06:06,0,OFF,ON,ON
20-05-2024 06:35,-17.6,OFF,ON,ON
20-05-2024 07:04,-19.5,OFF,ON,ON
20-05-2024 07:33,-19.7,OFF,ON,ON
20-05-2024 08:02,-18.7,OFF,ON,ON
20-05-2024 08:13,-20,OFF,OFF,ON
20-05-2024 08:35,-20,OFF,OFF,ON
20-05-2024 08:56,9.3,OFF,OFF,OFF
20-05-2024 09:25,-16.7,OFF,ON,ON
20-05-2024 09:54,-17.9,OFF,ON,ON
20-05-2024 10:23,-17.4,OFF,ON,ON
20-05-2024 10:52,-14.4,OFF,ON,ON
20-05-2024 11:21,-15.6,OFF,ON,ON
20-05-2024 11:35,-16,ON,OFF,OFF
20-05-2024 12:04,4.9,OFF,ON,OFF
20-05-2024 12:33,-13.3,OFF,ON,ON
20-05-2024 13:02,-12.9,OFF,ON,ON
20-05-2024 13:31,-13.6,OFF,ON,ON
20-05-2024 14:00,-13.1,OFF,ON,ON
20-05-2024 14:29,-11.5,OFF,ON,ON
20-05-2024 14:55,9.8,OFF,OFF,OFF
20-05-2024 15:24,-10.1,OFF,ON,ON
20-05-2024 15:53,-12.5,OFF,ON,ON
20-05-2024 16:22,-13.6,OFF,ON,ON
20-05-2024 16:51,-15.1,OFF,ON,ON
20-05-2024 17:20,-15.9,OFF,ON,ON
20-05-2024 17:49,-1.1,ON,OFF,OFF
20-05-2024 17:55,8.8,OFF,OFF,OFF
20-05-2024 18:24,-13.3,OFF,ON,ON
20-05-2024 18:53,-15.5,OFF,ON,ON
20-05-2024 19:22,-7.9,OFF,ON,ON
20-05-2024 19:51,-12.4,OFF,ON,ON
20-05-2024 20:20,-14.7,OFF,ON,ON
20-05-2024 20:35,-15.4,ON,OFF,OFF
20-05-2024 20:55,11.5,OFF,OFF,OFF
20-05-2024 21:05,0,OFF,ON,ON
20-05-2024 21:34,-14,OFF,ON,ON
20-05-2024 22:03,-15.6,OFF,ON,ON
20-05-2024 22:32,-16.4,OFF,ON,ON
20-05-2024 23:01,-17.1,OFF,ON,ON
20-05-2024 23:30,-17.6,OFF,ON,ON
21-05-2024 00:24,-15.1,OFF,ON,ON
21-05-2024 00:53,-16.8,OFF,ON,ON
21-05-2024 01:22,-17.6,OFF,ON,ON
21-05-2024 01:51,-18.3,OFF,ON,ON
21-05-2024 02:20,-18.8,OFF,ON,ON
21-05-2024 02:49,0,ON,OFF,OFF
21-05-2024 02:54,9.6,OFF,OFF,OFF
21-05-2024 03:04,0.3,OFF,ON,ON
21-05-2024 03:33,-16.7,OFF,ON,ON
21-05-2024 04:02,-18.1,OFF,ON,ON
21-05-2024 04:31,-18.9,OFF,ON,ON
21-05-2024 05:00,-17.7,OFF,ON,ON
21-05-2024 05:29,-17.4,OFF,ON,ON
21-05-2024 05:34,-17.3,ON,OFF,OFF
21-05-2024 06:03,5.7,OFF,ON,OFF
21-05-2024 06:32,-13.5,OFF,ON,ON
21-05-2024 07:01,-15.1,OFF,ON,ON
21-05-2024 07:30,-15.8,OFF,ON,ON
21-05-2024 07:59,-16.4,OFF,ON,ON
21-05-2024 08:28,-17.8,OFF,ON,ON
21-05-2024 08:34,-18.3,ON,OFF,OFF
21-05-2024 08:54,5,OFF,OFF,OFF
21-05-2024 09:23,-15.5,OFF,ON,ON
21-05-2024 09:52,-16.9,OFF,ON,ON
21-05-2024 10:21,-19,OFF,ON,ON
21-05-2024 10:50,-20,OFF,OFF,ON
21-05-2024 11:15,-20,OFF,OFF,ON
21-05-2024 11:34,-8.6,ON,OFF,OFF
21-05-2024 12:15,-6.2,OFF,OFF,OFF
21-05-2024 12:44,-12,OFF,ON,ON
21-05-2024 13:13,-13.8,OFF,ON,ON
21-05-2024 13:42,-9.2,OFF,ON,ON
21-05-2024 14:11,-11.6,OFF,ON,ON
21-05-2024 14:40,-12.9,OFF,ON,ON
21-05-2024 15:35,-8.3,OFF,OFF,OFF
21-05-2024 16:04,-10.3,OFF,ON,ON
21-05-2024 16:33,-13.2,OFF,ON,ON
21-05-2024 17:02,-14.2,OFF,ON,ON
21-05-2024 17:32,-13.3,OFF,OFF,OFF
21-05-2024 18:01,-15,OFF,ON,ON
21-05-2024 20:39,-3.8,OFF,OFF,OFF
21-05-2024 21:08,-12.6,OFF,ON,ON
21-05-2024 21:37,-14.1,OFF,ON,ON
21-05-2024 22:06,-14.8,OFF,ON,ON
21-05-2024 22:35,-15.3,OFF,ON,ON
21-05-2024 23:04,-15.7,OFF,ON,ON
21-05-2024 23:33,-16,OFF,ON,ON
21-05-2024 23:38,-16.1,ON,OFF,OFF
22-05-2024 00:07,-0.2,OFF,ON,OFF
22-05-2024 00:36,-15,OFF,ON,ON
22-05-2024 01:05,-16.1,OFF,ON,ON
22-05-2024 01:34,-16.6,OFF,ON,ON
22-05-2024 02:03,-17,OFF,ON,ON
22-05-2024 03:27,-8.8,OFF,OFF,OFF
22-05-2024 03:56,-15.9,OFF,ON,ON
22-05-2024 04:25,-16.3,OFF,ON,ON
22-05-2024 04:54,-17.5,OFF,ON,ON
22-05-2024 05:23,-18.2,OFF,ON,ON
22-05-2024 05:52,-15,OFF,ON,ON
22-05-2024 06:21,-15.2,OFF,ON,ON
22-05-2024 06:26,-15.5,ON,OFF,OFF
22-05-2024 06:55,4.2,OFF,ON,OFF
22-05-2024 07:24,-14,OFF,ON,ON
22-05-2024 07:53,-15.9,OFF,ON,ON
22-05-2024 08:22,-16.7,OFF,ON,ON
22-05-2024 08:51,-17,OFF,ON,ON
22-05-2024 09:20,-17.4,OFF,ON,ON
22-05-2024 09:26,-17.6,ON,OFF,OFF
22-05-2024 09:46,10.5,OFF,OFF,OFF
22-05-2024 09:56,0.7,OFF,ON,ON
22-05-2024 10:25,-15.8,OFF,ON,ON
22-05-2024 10:54,-14.4,OFF,ON,ON
22-05-2024 11:23,-17.8,OFF,ON,ON
22-05-2024 11:52,-18.7,OFF,ON,ON
22-05-2024 12:21,-16,OFF,ON,ON
22-05-2024 12:26,-16.5,ON,OFF,OFF
22-05-2024 12:46,11,OFF,OFF,OFF
22-05-2024 13:15,-11.9,OFF,ON,ON
22-05-2024 13:44,-10.3,OFF,ON,ON
22-05-2024 14:13,-9.5,OFF,ON,ON
22-05-2024 14:42,-10.9,OFF,ON,ON
22-05-2024 15:11,-12,OFF,ON,ON
22-05-2024 15:26,-12.4,ON,OFF,OFF
22-05-2024 15:46,8.7,OFF,OFF,OFF
22-05-2024 16:44,-12.3,OFF,ON,ON
22-05-2024 17:13,-13.2,OFF,ON,ON
22-05-2024 17:42,-13.5,OFF,ON,ON
22-05-2024 18:11,-14.2,OFF,ON,ON
22-05-2024 18:40,0.1,ON,OFF,OFF
22-05-2024 18:46,11.3,OFF,OFF,OFF
22-05-2024 19:15,-12,OFF,ON,ON
22-05-2024 19:44,-13.6,OFF,ON,ON
22-05-2024 20:13,-14.4,OFF,ON,ON
22-05-2024 20:42,-14.9,OFF,ON,ON
22-05-2024 21:11,-15.4,OFF,ON,ON
22-05-2024 21:40,0.8,ON,OFF,OFF
22-05-2024 21:46,11.4,OFF,OFF,OFF
22-05-2024 22:15,-13.6,OFF,ON,ON
22-05-2024 22:44,-15.1,OFF,ON,ON
22-05-2024 23:13,-15.8,OFF,ON,ON
22-05-2024 23:42,-13.4,OFF,ON,ON
23-05-2024 00:11,-14.4,OFF,ON,ON
23-05-2024 00:26,-14.7,ON,OFF,OFF
23-05-2024 00:55,4.3,OFF,ON,OFF
23-05-2024 01:24,-13.8,OFF,ON,ON
23-05-2024 08:53,-16.3,OFF,ON,ON
